Order ID,Order Date,Ship Mode,Customer ID,Customer Name,City,State,Product ID,Category,Sales
2016-108665,06/07/2016,std,KM-16225,Kalyca Meade,New York City,New York,FUR-FU-12191,Furniture,13.96
2016-108665,06/07/2016,std,KM-16225,Kalyca Meade,New York City,New York,FUR-FU-10965,Furniture,155.82
2016-108665,06/07/2016,std,KM-16225,Kalyca Meade,New York City,New York,TEC-PH-14188,Technology,124.95
2016-108665,06/07/2016,std,KM-16225,Kalyca Meade,New York City,New York,OFF-ST-11526,Off.Supp.,601.65
2016-124450,27/04/2016,std,GT-14710,Greg Tran,Washington,District of Columbia,OFF-AR-11166,Off.Supp.,22.74
2016-124450,27/04/2016,std,GT-14710,Greg Tran,Washington,District of Columbia,FUR-CH-10309,Furniture,1267.53
2016-124450,27/04/2016,std,GT-14710,Greg Tran,Washington,District of Columbia,TEC-MA-14212,Technology,1379.92
2016-167269,16/06/2016,std,PB-19150,Philip Brown,Philadelphia,Pennsylvania,OFF-EN-13072,Off.Supp.,6.208
2018-106964,17/12/2018,1st C,HR-14770,Hallie Redmond,Los Angeles,California,OFF-BI-10320,Off.Supp.,11.808
2017-126529,11/01/2017,2nd C,DE-13255,Deanra Eno,Springfield,Ohio,OFF-PA-11166,Off.Supp.,15.552
2017-126529,11/01/2017,2nd C,DE-13255,Deanra Eno,Springfield,Ohio,OFF-PA-13656,Off.Supp.,63.312
2017-126529,11/01/2017,2nd C,DE-13255,Deanra Eno,Springfield,Ohio,TEC-PH-10148,Technology,15.588
2015-163552,11/07/2015,std,LA-16780,Laura Armstrong,Hackensack,New Jersey,OFF-PA-10474,Off.Supp.,177.2
2015-163552,11/07/2015,std,LA-16780,Laura Armstrong,Hackensack,New Jersey,TEC-PH-13885,Technology,197.97
2015-163552,11/07/2015,std,LA-16780,Laura Armstrong,Hackensack,New Jersey,FUR-CH-13379,Furniture,854.94
2015-163552,11/07/2015,std,LA-16780,Laura Armstrong,Hackensack,New Jersey,FUR-FU-10629,Furniture,124.11
2015-163552,11/07/2015,std,LA-16780,Laura Armstrong,Hackensack,New Jersey,OFF-LA-11175,Off.Supp.,14.4
2017-109820,20/11/2017,1st C,AG-10390,Allen Goldenen,Cincinnati,Ohio,OFF-PA-10955,Off.Supp.,15.696
2017-109820,20/11/2017,1st C,AG-10390,Allen Goldenen,Cincinnati,Ohio,OFF-BI-13460,Off.Supp.,2.628
2017-109820,20/11/2017,1st C,AG-10390,Allen Goldenen,Cincinnati,Ohio,OFF-BI-10474,Off.Supp.,14.427
2017-113061,22/04/2017,std,EL-13735,Ed Ludwig,Jefferson City,Missouri,FUR-FU-13975,Furniture,86.62
2016-127418,13/06/2016,1st C,JJ-15445,Jennifer Jackson,Los Angeles,California,OFF-BI-13707,Off.Supp.,36.624
2018-121818,20/11/2018,1st C,JH-15430,Jennifer Halladay,Burlington,North Carolina,OFF-AR-10203,Off.Supp.,23.968
2018-121818,20/11/2018,1st C,JH-15430,Jennifer Halladay,Burlington,North Carolina,OFF-AR-14790,Off.Supp.,28.728
2017-127670,20/03/2017,std,RD-19660,Robert Dilbeck,Saint Peters,Missouri,FUR-TA-11095,Furniture,697.16
2017-102981,06/09/2017,2nd C,MO-17500,Mary O'Rourke,New York City,New York,TEC-AC-14761,Technology,31.86
2017-102981,06/09/2017,2nd C,MO-17500,Mary O'Rourke,New York City,New York,FUR-BO-11811,Furniture,722.352
2018-115651,09/07/2018,1st C,NS-18640,Noel Staavos,Chicago,Illinois,OFF-AR-11130,Off.Supp.,8.84
2018-115651,09/07/2018,1st C,NS-18640,Noel Staavos,Chicago,Illinois,OFF-AP-10055,Off.Supp.,58.464
2018-152702,12/10/2018,std,SN-20710,Steve Nguyen,Rockford,Illinois,FUR-CH-12304,Furniture,254.604
2017-169103,08/03/2017,std,ZC-21910,Zuschuss Carroll,Miami,Florida,TEC-PH-11530,Technology,1363.96
2017-169103,08/03/2017,std,ZC-21910,Zuschuss Carroll,Miami,Florida,FUR-FU-14006,Furniture,102.36
2015-139192,27/05/2015,2nd C,LC-16885,Lena Creighton,San Francisco,California,TEC-PH-10486,Technology,1113.504
2015-139192,27/05/2015,2nd C,LC-16885,Lena Creighton,San Francisco,California,TEC-AC-11606,Technology,99.99
2016-153500,03/07/2016,1st C,DG-13300,Deirdre Greer,Philadelphia,Pennsylvania,FUR-FU-10293,Furniture,168.464
2016-153500,03/07/2016,1st C,DG-13300,Deirdre Greer,Philadelphia,Pennsylvania,OFF-PA-11307,Off.Supp.,6.72
2016-153500,03/07/2016,1st C,DG-13300,Deirdre Greer,Philadelphia,Pennsylvania,FUR-FU-14460,Furniture,282.888
2016-110667,04/04/2016,std,NF-18595,Nicole Fjeld,New York City,New York,OFF-AR-10716,Off.Supp.,11.16
2016-110667,04/04/2016,std,NF-18595,Nicole Fjeld,New York City,New York,FUR-FU-14622,Furniture,108.4
2016-110667,04/04/2016,std,NF-18595,Nicole Fjeld,New York City,New York,OFF-BI-12735,Off.Supp.,82.344
2016-110667,04/04/2016,std,NF-18595,Nicole Fjeld,New York City,New York,OFF-BI-13529,Off.Supp.,9.088
2018-167150,10/12/2018,std,BP-11185,Ben Peterman,San Diego,California,OFF-BI-11097,Off.Supp.,19.936
2018-167150,10/12/2018,std,BP-11185,Ben Peterman,San Diego,California,OFF-BI-11597,Off.Supp.,65.568
2017-105284,24/11/2017,std,MG-17650,Matthew Grinstein,Philadelphia,Pennsylvania,OFF-FA-11754,Off.Supp.,4.416
2016-125374,23/03/2016,std,JD-16060,Julia Dunbar,Houston,Texas,FUR-CH-13396,Furniture,107.772
2016-161263,16/04/2016,std,TS-21160,Theresa Swint,Toledo,Ohio,OFF-AP-12350,Off.Supp.,45.216
2016-161263,16/04/2016,std,TS-21160,Theresa Swint,Toledo,Ohio,OFF-FA-14838,Off.Supp.,10.416
2016-161263,16/04/2016,std,TS-21160,Theresa Swint,Toledo,Ohio,OFF-AR-14757,Off.Supp.,7.872
2016-161263,16/04/2016,std,TS-21160,Theresa Swint,Toledo,Ohio,TEC-PH-12115,Technology,118.782
2016-161263,16/04/2016,std,TS-21160,Theresa Swint,Toledo,Ohio,OFF-FA-13059,Off.Supp.,1.448
2016-161263,16/04/2016,std,TS-21160,Theresa Swint,Toledo,Ohio,OFF-BI-14330,Off.Supp.,55.47
2017-157686,01/10/2017,1st C,BD-11620,Brian DeCherney,San Francisco,California,FUR-CH-11146,Furniture,194.848
2018-139955,28/09/2018,2nd C,CM-12160,Charles McCrossin,Brownsville,Texas,OFF-SU-11935,Off.Supp.,1.744
2016-150161,25/07/2016,std,RB-19795,Ross Baird,Philadelphia,Pennsylvania,OFF-BI-11524,Off.Supp.,25.176
2016-144652,20/11/2016,std,SN-20560,Skye Norling,Los Angeles,California,OFF-AR-13732,Off.Supp.,19.46
2017-152814,28/04/2017,std,EH-14005,Erica Hernandez,Denver,Colorado,OFF-PA-11970,Off.Supp.,29.472
2018-106943,14/11/2018,std,FO-14305,Frank Olsen,New York City,New York,OFF-BI-13669,Off.Supp.,8.64
2017-134348,12/11/2017,std,MS-17710,Maurice Satty,Mesa,Arizona,OFF-BI-13727,Off.Supp.,6.27
2017-134348,12/11/2017,std,MS-17710,Maurice Satty,Mesa,Arizona,OFF-BI-14967,Off.Supp.,4.368
2017-134348,12/11/2017,std,MS-17710,Maurice Satty,Mesa,Arizona,TEC-AC-13447,Technology,31.984
2017-161781,29/09/2017,1st C,CC-12100,Chad Cunningham,Columbus,Indiana,OFF-AR-10255,Off.Supp.,40.88
2018-132521,23/09/2018,2nd C,DW-13540,Don Weiss,Seattle,Washington,OFF-AP-12191,Off.Supp.,119.96
2018-132521,23/09/2018,2nd C,DW-13540,Don Weiss,Seattle,Washington,OFF-ST-11325,Off.Supp.,31.44
2018-132521,23/09/2018,2nd C,DW-13540,Don Weiss,Seattle,Washington,OFF-BI-10404,Off.Supp.,6.88
2016-110016,29/11/2016,std,BT-11395,Bill Tyler,Detroit,Michigan,OFF-PA-10349,Off.Supp.,19.92
2016-110016,29/11/2016,std,BT-11395,Bill Tyler,Detroit,Michigan,FUR-CH-12880,Furniture,1106.91
2017-143819,01/03/2017,std,KD-16270,Karen Daniels,Yonkers,New York,FUR-TA-11095,Furniture,836.592
2017-143819,01/03/2017,std,KD-16270,Karen Daniels,Yonkers,New York,OFF-PA-13127,Off.Supp.,26.38
2017-143819,01/03/2017,std,KD-16270,Karen Daniels,Yonkers,New York,OFF-ST-13208,Off.Supp.,362.92
2017-143819,01/03/2017,std,KD-16270,Karen Daniels,Yonkers,New York,TEC-MA-13979,Technology,4899.93
2017-167584,12/08/2017,Same Day,LC-16870,Lena Cacioppo,Des Moines,Iowa,OFF-PA-10029,Off.Supp.,6.48
2017-166163,15/08/2017,2nd C,CY-12745,Craig Yedwab,Oakland,California,TEC-PH-14896,Technology,71.976
2017-166163,15/08/2017,2nd C,CY-12745,Craig Yedwab,Oakland,California,OFF-LA-10452,Off.Supp.,3.15
2018-158407,04/06/2018,std,LW-16990,Lindsay Williams,Monroe,North Carolina,FUR-FU-11967,Furniture,31.984
2018-158407,04/06/2018,std,LW-16990,Lindsay Williams,Monroe,North Carolina,TEC-PH-11819,Technology,71.984
2016-143490,06/12/2016,std,NP-18325,Naresj Patel,San Diego,California,OFF-AR-12952,Off.Supp.,120.15
2016-143490,06/12/2016,std,NP-18325,Naresj Patel,San Diego,California,TEC-PH-10576,Technology,219.184
2016-165085,27/12/2016,std,BT-11485,Brad Thomas,Clinton,Maryland,OFF-PA-10605,Off.Supp.,28.9
2016-165085,27/12/2016,std,BT-11485,Brad Thomas,Clinton,Maryland,OFF-AP-12518,Off.Supp.,355.96
2018-160423,21/01/2018,std,PS-19045,Penelope Sewall,Charlotte,North Carolina,OFF-ST-14340,Off.Supp.,348.208
2018-160423,21/01/2018,std,PS-19045,Penelope Sewall,Charlotte,North Carolina,OFF-BI-14001,Off.Supp.,35.784
2015-159338,25/06/2015,1st C,NS-18640,Noel Staavos,Los Angeles,California,FUR-TA-14147,Furniture,447.84
2017-107216,14/06/2017,1st C,PV-18985,Paul Van Hugh,San Francisco,California,OFF-AR-11545,Off.Supp.,7.04
2017-107216,14/06/2017,1st C,PV-18985,Paul Van Hugh,San Francisco,California,FUR-FU-10206,Furniture,8.73
2017-107216,14/06/2017,1st C,PV-18985,Paul Van Hugh,San Francisco,California,TEC-AC-11013,Technology,29.29
2017-107216,14/06/2017,1st C,PV-18985,Paul Van Hugh,San Francisco,California,OFF-AR-12255,Off.Supp.,8.64
2018-145863,21/04/2018,std,RP-19390,Resi Pölking,Houston,Texas,OFF-BI-14140,Off.Supp.,2.694
2018-145863,21/04/2018,std,RP-19390,Resi Pölking,Houston,Texas,OFF-BI-12049,Off.Supp.,2.934
2017-112340,21/10/2017,std,NM-18520,Neoma Murray,Riverside,California,OFF-PA-11892,Off.Supp.,22.92
2017-110156,19/11/2017,std,EH-13945,Eric Hoffmann,Houston,Texas,OFF-ST-10642,Off.Supp.,100.704
2017-110156,19/11/2017,std,EH-13945,Eric Hoffmann,Houston,Texas,FUR-FU-10206,Furniture,2.328
2017-110156,19/11/2017,std,EH-13945,Eric Hoffmann,Houston,Texas,OFF-BI-13676,Off.Supp.,10.78
2017-110156,19/11/2017,std,EH-13945,Eric Hoffmann,Houston,Texas,OFF-FA-13495,Off.Supp.,58.368
2017-110156,19/11/2017,std,EH-13945,Eric Hoffmann,Houston,Texas,OFF-EN-13798,Off.Supp.,40.968
2017-110156,19/11/2017,std,EH-13945,Eric Hoffmann,Houston,Texas,TEC-PH-13589,Technology,71.96
2017-110156,19/11/2017,std,EH-13945,Eric Hoffmann,Houston,Texas,OFF-PA-14735,Off.Supp.,10.368
2017-110156,19/11/2017,std,EH-13945,Eric Hoffmann,Houston,Texas,OFF-BI-12609,Off.Supp.,1.192
2018-140585,18/12/2018,2nd C,RA-19915,Russell Applegate,Encinitas,California,OFF-BI-13364,Off.Supp.,46.672
2018-140585,18/12/2018,2nd C,RA-19915,Russell Applegate,Encinitas,California,FUR-BO-12206,Furniture,119.833
2018-140585,18/12/2018,2nd C,RA-19915,Russell Applegate,Encinitas,California,TEC-AC-13610,Technology,119.98
2017-144855,22/07/2017,2nd C,DL-13495,Dionis Lloyd,San Francisco,California,OFF-LA-13766,Off.Supp.,6.3
2016-142755,04/09/2016,std,CS-12355,Christine Sundaresam,Roswell,Georgia,OFF-PA-11970,Off.Supp.,279.9
2016-142755,04/09/2016,std,CS-12355,Christine Sundaresam,Roswell,Georgia,TEC-AC-12049,Technology,619.95
2016-142755,04/09/2016,std,CS-12355,Christine Sundaresam,Roswell,Georgia,OFF-PA-10141,Off.Supp.,4.36
2016-142755,04/09/2016,std,CS-12355,Christine Sundaresam,Roswell,Georgia,OFF-EN-14459,Off.Supp.,15.28
2015-147627,20/01/2015,std,HL-15040,Hunter Lopez,Jonesboro,Arkansas,TEC-PH-11061,Technology,699.93
2015-147627,20/01/2015,std,HL-15040,Hunter Lopez,Jonesboro,Arkansas,OFF-AR-12375,Off.Supp.,22.96
2015-147627,20/01/2015,std,HL-15040,Hunter Lopez,Jonesboro,Arkansas,FUR-FU-13194,Furniture,38.6
2015-147627,20/01/2015,std,HL-15040,Hunter Lopez,Jonesboro,Arkansas,OFF-AR-13811,Off.Supp.,6.63
2015-147627,20/01/2015,std,HL-15040,Hunter Lopez,Jonesboro,Arkansas,OFF-EN-11539,Off.Supp.,23.34
2015-147627,20/01/2015,std,HL-15040,Hunter Lopez,Jonesboro,Arkansas,FUR-CH-12331,Furniture,1067.94
2016-105970,02/03/2016,std,PA-19060,Pete Armstrong,Richmond,Indiana,OFF-AR-13156,Off.Supp.,10.16
2016-105970,02/03/2016,std,PA-19060,Pete Armstrong,Richmond,Indiana,OFF-EN-11532,Off.Supp.,101.88
2017-112102,12/04/2017,std,BD-11605,Brian Dahlen,Springfield,Virginia,FUR-TA-14086,Furniture,343.92
2017-112102,12/04/2017,std,BD-11605,Brian Dahlen,Springfield,Virginia,OFF-PA-10100,Off.Supp.,40.99
2017-112102,12/04/2017,std,BD-11605,Brian Dahlen,Springfield,Virginia,OFF-EN-12500,Off.Supp.,63.9
2017-114776,06/12/2017,1st C,GG-14650,Greg Guthrie,Antioch,California,OFF-PA-14100,Off.Supp.,19.44
2017-134908,05/06/2017,std,JS-15940,Joni Sundaresam,Philadelphia,Pennsylvania,OFF-ST-13479,Off.Supp.,124.608
2017-134908,05/06/2017,std,JS-15940,Joni Sundaresam,Philadelphia,Pennsylvania,OFF-LA-10973,Off.Supp.,7.56
2017-148803,11/12/2017,Same Day,LR-16915,Lena Radford,Homestead,Florida,OFF-ST-11476,Off.Supp.,85.224
2017-152170,12/11/2017,2nd C,FH-14275,Frank Hawley,La Porte,Indiana,OFF-EN-12831,Off.Supp.,287.52
2017-152170,12/11/2017,2nd C,FH-14275,Frank Hawley,La Porte,Indiana,OFF-AP-12350,Off.Supp.,37.68
2017-152170,12/11/2017,2nd C,FH-14275,Frank Hawley,La Porte,Indiana,OFF-PA-11763,Off.Supp.,19.98
2017-152170,12/11/2017,2nd C,FH-14275,Frank Hawley,La Porte,Indiana,OFF-AR-13394,Off.Supp.,20.58
2017-152170,12/11/2017,2nd C,FH-14275,Frank Hawley,La Porte,Indiana,OFF-BI-12072,Off.Supp.,17.38
2015-146969,29/09/2015,std,AP-10915,Arthur Prichep,Los Angeles,California,FUR-FU-14188,Furniture,204.6
2015-146969,29/09/2015,std,AP-10915,Arthur Prichep,Los Angeles,California,OFF-FA-11561,Off.Supp.,8.72
2015-146969,29/09/2015,std,AP-10915,Arthur Prichep,Los Angeles,California,OFF-PA-12105,Off.Supp.,6.48
2015-146969,29/09/2015,std,AP-10915,Arthur Prichep,Los Angeles,California,TEC-MA-14241,Technology,686.32
2015-146969,29/09/2015,std,AP-10915,Arthur Prichep,Los Angeles,California,OFF-ST-14340,Off.Supp.,62.18
2016-112452,04/04/2016,Same Day,NC-18340,Nat Carroll,Lansing,Michigan,OFF-AP-13849,Off.Supp.,644.076
2016-112452,04/04/2016,Same Day,NC-18340,Nat Carroll,Lansing,Michigan,OFF-FA-10735,Off.Supp.,5.84
2016-112452,04/04/2016,Same Day,NC-18340,Nat Carroll,Lansing,Michigan,OFF-BI-13350,Off.Supp.,12.76
2016-112452,04/04/2016,Same Day,NC-18340,Nat Carroll,Lansing,Michigan,TEC-PH-10307,Technology,10.95
2016-112452,04/04/2016,Same Day,NC-18340,Nat Carroll,Lansing,Michigan,TEC-CO-14202,Technology,599.98
2016-113971,08/05/2016,std,CB-12535,Claudia Bergmann,Cuyahoga Falls,Ohio,FUR-FU-11852,Furniture,8.352
2017-160395,31/12/2017,std,KL-16555,Kelly Lampkin,Reno,Nevada,OFF-AR-13759,Off.Supp.,3.64
2017-160395,31/12/2017,std,KL-16555,Kelly Lampkin,Reno,Nevada,OFF-BI-13984,Off.Supp.,159.768
2015-136567,20/12/2015,1st C,PS-19045,Penelope Sewall,Harrisonburg,Virginia,OFF-ST-14337,Off.Supp.,122.48
2015-136567,20/12/2015,1st C,PS-19045,Penelope Sewall,Harrisonburg,Virginia,FUR-TA-11932,Furniture,2244.48
2015-136567,20/12/2015,1st C,PS-19045,Penelope Sewall,Harrisonburg,Virginia,OFF-BI-13982,Off.Supp.,62.31
2015-136567,20/12/2015,1st C,PS-19045,Penelope Sewall,Harrisonburg,Virginia,FUR-TA-10617,Furniture,455.1
2017-149314,02/07/2017,2nd C,GB-14530,George Bell,Los Angeles,California,FUR-CH-12126,Furniture,195.184
2018-147039,29/06/2018,std,AA-10315,Alex Avila,Minneapolis,Minnesota,OFF-AP-10576,Off.Supp.,362.94
2018-147039,29/06/2018,std,AA-10315,Alex Avila,Minneapolis,Minnesota,OFF-BI-14654,Off.Supp.,11.54
2015-126522,01/09/2015,2nd C,LT-16765,Larry Tron,Escondido,California,OFF-AR-14042,Off.Supp.,53.94
2015-127964,03/03/2015,std,AP-10720,Anne Pryor,New York City,New York,TEC-PH-14700,Technology,9.99
2015-127964,03/03/2015,std,AP-10720,Anne Pryor,New York City,New York,OFF-BI-14593,Off.Supp.,125.76
2015-127964,03/03/2015,std,AP-10720,Anne Pryor,New York City,New York,OFF-BI-13429,Off.Supp.,25.32
2015-117709,04/05/2015,std,PM-18940,Paul MacIntyre,Jackson,Michigan,OFF-BI-11294,Off.Supp.,46.8
2016-125416,02/11/2016,Same Day,KC-16540,Kelly Collister,Seattle,Washington,TEC-AC-11552,Technology,447.93
2018-145226,08/12/2018,2nd C,DL-13315,Delfina Latchford,New York City,New York,FUR-FU-14952,Furniture,109.48
2018-145226,08/12/2018,2nd C,DL-13315,Delfina Latchford,New York City,New York,OFF-ST-14123,Off.Supp.,272.94
2018-145226,08/12/2018,2nd C,DL-13315,Delfina Latchford,New York City,New York,OFF-PA-13172,Off.Supp.,19.44
2018-145226,08/12/2018,2nd C,DL-13315,Delfina Latchford,New York City,New York,OFF-ST-12352,Off.Supp.,31.92
2015-100279,10/03/2015,std,SW-20275,Scott Williamson,Royal Oak,Michigan,OFF-PA-12259,Off.Supp.,22.38
2015-158064,21/04/2015,std,AA-10375,Allen Armold,Los Angeles,California,OFF-BI-12976,Off.Supp.,16.52
2016-104430,22/10/2016,std,LT-17110,Liz Thompson,Bloomington,Illinois,OFF-BI-10301,Off.Supp.,5.176
2016-132080,22/08/2016,1st C,DP-13105,Dave Poirier,New York City,New York,OFF-BI-13694,Off.Supp.,50.112
2017-161207,29/08/2017,std,AB-10060,Adam Bellavance,Concord,New Hampshire,OFF-SU-10381,Off.Supp.,27.93
2015-120243,27/12/2015,2nd C,AT-10435,Alyssa Tate,Los Angeles,California,OFF-LA-14425,Off.Supp.,11.56
2017-113621,01/12/2017,std,JE-15745,Joel Eaton,Rockville,Maryland,FUR-CH-11270,Furniture,172.5
2017-113621,01/12/2017,std,JE-15745,Joel Eaton,Rockville,Maryland,TEC-PH-13931,Technology,179.97
2017-168081,24/04/2017,2nd C,CA-12055,Cathy Armstrong,Houston,Texas,TEC-AC-13174,Technology,258.696
2015-128146,21/06/2015,std,DB-13060,Dave Brooks,Lakewood,New Jersey,TEC-PH-14539,Technology,1322.93
2015-128146,21/06/2015,std,DB-13060,Dave Brooks,Lakewood,New Jersey,OFF-AR-11919,Off.Supp.,3.76
2018-138779,14/01/2018,1st C,RB-19570,Rob Beeghly,Jacksonville,North Carolina,OFF-EN-12504,Off.Supp.,21.744
2018-138779,14/01/2018,1st C,RB-19570,Rob Beeghly,Jacksonville,North Carolina,TEC-PH-13655,Technology,7.92
2015-127131,24/11/2015,std,HR-14830,Harold Ryan,Seattle,Washington,OFF-BI-14656,Off.Supp.,12.096
2015-127131,24/11/2015,std,HR-14830,Harold Ryan,Seattle,Washington,OFF-ST-12344,Off.Supp.,485.88
2015-127131,24/11/2015,std,HR-14830,Harold Ryan,Seattle,Washington,OFF-PA-11800,Off.Supp.,25.92
2015-127131,24/11/2015,std,HR-14830,Harold Ryan,Seattle,Washington,OFF-ST-10036,Off.Supp.,197.58
2018-117212,26/02/2018,2nd C,BT-11530,Bradley Talbott,Los Angeles,California,OFF-AP-14532,Off.Supp.,81.92
2018-117212,26/02/2018,2nd C,BT-11530,Bradley Talbott,Los Angeles,California,TEC-PH-14447,Technology,889.536
2018-117212,26/02/2018,2nd C,BT-11530,Bradley Talbott,Los Angeles,California,FUR-CH-13973,Furniture,892.224
2018-117212,26/02/2018,2nd C,BT-11530,Bradley Talbott,Los Angeles,California,OFF-PA-11970,Off.Supp.,223.92
2018-117212,26/02/2018,2nd C,BT-11530,Bradley Talbott,Los Angeles,California,OFF-PA-10682,Off.Supp.,23.12
2016-130519,15/09/2016,Same Day,NG-18355,Nat Gilpin,Coral Springs,Florida,OFF-PA-11937,Off.Supp.,15.552
2016-130519,15/09/2016,Same Day,NG-18355,Nat Gilpin,Coral Springs,Florida,FUR-FU-12268,Furniture,15.712
2016-130519,15/09/2016,Same Day,NG-18355,Nat Gilpin,Coral Springs,Florida,OFF-ST-11321,Off.Supp.,24.672
2016-130519,15/09/2016,Same Day,NG-18355,Nat Gilpin,Coral Springs,Florida,FUR-FU-13394,Furniture,55.968
2017-130946,08/04/2017,std,ZC-21910,Zuschuss Carroll,Houston,Texas,TEC-AC-11990,Technology,431.928
2017-130946,08/04/2017,std,ZC-21910,Zuschuss Carroll,Houston,Texas,FUR-CH-14540,Furniture,95.984
2017-130946,08/04/2017,std,ZC-21910,Zuschuss Carroll,Houston,Texas,OFF-BI-14995,Off.Supp.,1088.792
2017-114727,18/07/2017,std,LS-16945,Linda Southworth,Denver,Colorado,FUR-CH-12335,Furniture,544.008
2017-114727,18/07/2017,std,LS-16945,Linda Southworth,Denver,Colorado,OFF-BI-14967,Off.Supp.,1.872
2017-114727,18/07/2017,std,LS-16945,Linda Southworth,Denver,Colorado,FUR-CH-12331,Furniture,854.352
2017-114727,18/07/2017,std,LS-16945,Linda Southworth,Denver,Colorado,OFF-ST-12292,Off.Supp.,593.568
2017-114727,18/07/2017,std,LS-16945,Linda Southworth,Denver,Colorado,OFF-ST-10689,Off.Supp.,338.04
2018-133235,01/08/2018,1st C,LH-16750,Larry Hughes,Charlotte,North Carolina,TEC-PH-12660,Technology,271.96
2017-137050,14/07/2017,2nd C,SW-20755,Steven Ward,New York City,New York,OFF-ST-14634,Off.Supp.,11.21
2017-137050,14/07/2017,2nd C,SW-20755,Steven Ward,New York City,New York,OFF-BI-12160,Off.Supp.,9.144
2017-137050,14/07/2017,2nd C,SW-20755,Steven Ward,New York City,New York,OFF-FA-12988,Off.Supp.,14.07
2017-137050,14/07/2017,2nd C,SW-20755,Steven Ward,New York City,New York,OFF-AR-14999,Off.Supp.,41.86
2017-137050,14/07/2017,2nd C,SW-20755,Steven Ward,New York City,New York,OFF-BI-11031,Off.Supp.,8.544
2017-137050,14/07/2017,2nd C,SW-20755,Steven Ward,New York City,New York,FUR-BO-14695,Furniture,579.136
2018-118087,09/09/2018,std,SP-20620,Stefania Perrino,Philadelphia,Pennsylvania,FUR-CH-14860,Furniture,141.372
2018-118087,09/09/2018,std,SP-20620,Stefania Perrino,Philadelphia,Pennsylvania,OFF-BI-12432,Off.Supp.,3.036
2018-118087,09/09/2018,std,SP-20620,Stefania Perrino,Philadelphia,Pennsylvania,OFF-BI-10069,Off.Supp.,4.503
2018-118087,09/09/2018,std,SP-20620,Stefania Perrino,Philadelphia,Pennsylvania,OFF-AR-13602,Off.Supp.,4.672
2018-118087,09/09/2018,std,SP-20620,Stefania Perrino,Philadelphia,Pennsylvania,TEC-AC-14469,Technology,95.88
2018-118087,09/09/2018,std,SP-20620,Stefania Perrino,Philadelphia,Pennsylvania,FUR-FU-11867,Furniture,17.024
2018-118087,09/09/2018,std,SP-20620,Stefania Perrino,Philadelphia,Pennsylvania,TEC-AC-13174,Technology,258.696
2018-118087,09/09/2018,std,SP-20620,Stefania Perrino,Philadelphia,Pennsylvania,TEC-PH-12200,Technology,1931.958
2015-110184,12/07/2015,std,BF-11170,Ben Ferrer,Los Angeles,California,OFF-ST-10107,Off.Supp.,249.75
2015-110184,12/07/2015,std,BF-11170,Ben Ferrer,Los Angeles,California,TEC-PH-10439,Technology,255.936
2017-126004,04/12/2017,1st C,BM-11140,Becky Martin,New York City,New York,FUR-FU-11602,Furniture,113.79
2017-126004,04/12/2017,1st C,BM-11140,Becky Martin,New York City,New York,TEC-AC-11432,Technology,78.15
2017-126004,04/12/2017,1st C,BM-11140,Becky Martin,New York City,New York,OFF-BI-14656,Off.Supp.,1.728
2017-126004,04/12/2017,1st C,BM-11140,Becky Martin,New York City,New York,OFF-PA-11685,Off.Supp.,40.56
2017-126004,04/12/2017,1st C,BM-11140,Becky Martin,New York City,New York,OFF-ST-11418,Off.Supp.,182.94
2017-126004,04/12/2017,1st C,BM-11140,Becky Martin,New York City,New York,OFF-ST-10676,Off.Supp.,193.86
2018-113,06/11/2018,std,ZC-21910,Zuschuss Carroll,Los Angeles,California,OFF-EN-11219,Off.Supp.,15.28
2018-113,06/11/2018,std,ZC-21910,Zuschuss Carroll,Los Angeles,California,FUR-FU-11424,Furniture,8.73
2018-113,06/11/2018,std,ZC-21910,Zuschuss Carroll,Los Angeles,California,OFF-AR-11022,Off.Supp.,5.68
2016-132570,31/10/2016,2nd C,KT-16480,Kean Thornton,Buffalo,New York,OFF-AR-10369,Off.Supp.,2.78
2016-132570,31/10/2016,2nd C,KT-16480,Kean Thornton,Buffalo,New York,OFF-EN-13055,Off.Supp.,79.96
2017-153682,30/05/2017,1st C,BG-11695,Brooke Gillingham,Cincinnati,Ohio,TEC-CO-11046,Technology,839.988
2017-144344,28/10/2017,Same Day,PG-18820,Patrick Gardner,Boynton Beach,Florida,FUR-FU-10076,Furniture,47.952
2017-144344,28/10/2017,Same Day,PG-18820,Patrick Gardner,Boynton Beach,Florida,OFF-BI-13719,Off.Supp.,37.425
2017-144344,28/10/2017,Same Day,PG-18820,Patrick Gardner,Boynton Beach,Florida,FUR-FU-13268,Furniture,63.968
2017-144344,28/10/2017,Same Day,PG-18820,Patrick Gardner,Boynton Beach,Florida,FUR-FU-13553,Furniture,165.048
2015-127012,11/08/2015,std,GM-14680,Greg Matthias,Seattle,Washington,FUR-FU-13691,Furniture,12.35
2015-127012,11/08/2015,std,GM-14680,Greg Matthias,Seattle,Washington,OFF-AR-13903,Off.Supp.,40.97
2015-127012,11/08/2015,std,GM-14680,Greg Matthias,Seattle,Washington,OFF-FA-14854,Off.Supp.,22.96
2017-128727,29/08/2017,std,MO-17800,Meg O'Connel,New York City,New York,TEC-PH-13442,Technology,22
2017-162859,15/02/2017,std,PG-18820,Patrick Gardner,New York City,New York,OFF-BI-14519,Off.Supp.,398.352
